file,source
data/Using-the-Fluhrer-Mantin-and-Shamir-Attack-to-Break-WEP-Adam-Stubbefild.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Using-the-Fluhrer-Mantin-and-Shamir-Attack-to-Break-WEP-Adam-Stubbefild.pdf
data/Talking-to-Strangers-Authentication-in-Ad-Hoc-Wireless-Networks-Dirk-Balfanz.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Talking-to-Strangers-Authentication-in-Ad-Hoc-Wireless-Networks-Dirk-Balfanz.pdf
data/An-Analysis-of-the-degradation-of-anonymous-protocols.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/An-Analysis-of-the-degradation-of-anonymous-protocols.pdf
data/Distributed-Pattern-Detection-for-Intrusion-Detection.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Distributed-Pattern-Detection-for-Intrusion-Detection.pdf
data/BlueBoX-A-Policy–driven-Host–Based-Intrusion-Detection-system.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/BlueBoX-A-Policy–driven-Host–Based-Intrusion-Detection-system.pdf
data/Implementing-Pushback-Router-Based-Defense-Against-DDoS-Attacks-John-Ioannidis.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Implementing-Pushback-Router-Based-Defense-Against-DDoS-Attacks-John-Ioannidis.pdf
data/Statistically-Unique-and-Cryptographically-Verifiable-SUCV-Identifiers-and-Addresses-Gabriel-Montenegro.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Statistically-Unique-and-Cryptographically-Verifiable-SUCV-Identifiers-and-Addresses-Gabriel-Montenegro.pdf
data/Detecting-steganographic-content-on-the-Internet.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Detecting-steganographic-content-on-the-Internet.pdf
data/Experimenting-with-Server-Aided-Signatures-Xuhua-Ding.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Experimenting-with-Server-Aided-Signatures-Xuhua-Ding.pdf
data/Managing-Interoperability-in-Non-Hierarchical-Public-Key-Infrastructures-Peter-M.-Hesse.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Managing-Interoperability-in-Non-Hierarchical-Public-Key-Infrastructures-Peter-M.-Hesse.pdf
data/Active-certificates-a-framework-for-delegation.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Active-certificates-a-framework-for-delegation.pdf
data/PAMINA-A-Certificate-Based-Privilege-Management-System-Zoltan-Nochta.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/PAMINA-A-Certificate-Based-Privilege-Management-System-Zoltan-Nochta.pdf
data/Performance-Analysis-of-TLS-Web-Servers-Cristian.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Performance-Analysis-of-TLS-Web-Servers-Cristian.pdf
data/Fast-track-session-establishment-for-TLS.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Fast-track-session-establishment-for-TLS.pdf
data/Advanced-Client-Server-Authentication-in-TLS-Adam-Hess.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Advanced-Client-Server-Authentication-in-TLS-Adam-Hess.pdf
