file,source
data/Fighting-Spam-by-Encapsulating-Policy-in-Email-Addresses-John-Ioannidis.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Fighting-Spam-by-Encapsulating-Policy-in-Email-Addresses-John-Ioannidis.pdf
data/Moderately-Hard-Memory-Bound-Functions-Martin-Abadi.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Moderately-Hard-Memory-Bound-Functions-Martin-Abadi.pdf
data/Secure-IP-Telephony-using-Multi-layered-Protection-Brennen-Reynolds.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Secure-IP-Telephony-using-Multi-layered-Protection-Brennen-Reynolds.pdf
data/Efficient-Security-Mechanisms-for-Routing-Protocolsa-Yih-Chun-Hu.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Efficient-Security-Mechanisms-for-Routing-Protocolsa-Yih-Chun-Hu.pdf
data/Working-around-BGP-An-Incremental-Approach-to-Improving-Security-and-Accuracy-in-Interdomain-Routing-Geoffrey-Goodell.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Working-around-BGP-An-Incremental-Approach-to-Improving-Security-and-Accuracy-in-Interdomain-Routing-Geoffrey-Goodell.pdf
data/Integrating-Security-Mobility-and-Multi-Homing-in-a-HIP-Way-Pekka-Nikander.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Integrating-Security-Mobility-and-Multi-Homing-in-a-HIP-Way-Pekka-Nikander.pdf
data/Access-Control-Based-on-Execution-History-Martin-Abadi.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Access-Control-Based-on-Execution-History-Martin-Abadi.pdf
data/Testing-C-Programs-for-Buffer-Overflow-Vulnerabilities-Eric-Haugh.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Testing-C-Programs-for-Buffer-Overflow-Vulnerabilities-Eric-Haugh.pdf
data/SiRiUS-Securing-Remote-Untrusted-Storage-Eu-Jin-Goh.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/SiRiUS-Securing-Remote-Untrusted-Storage-Eu-Jin-Goh.pdf
data/A-Comparison-of-Publicly-Available-Tools-for-Dynamic-Buffer-Overflow-Prevention-John-Wilander.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/A-Comparison-of-Publicly-Available-Tools-for-Dynamic-Buffer-Overflow-Prevention-John-Wilander.pdf
data/Traps-and-Pitfalls-Practical-Problems-in-System-Call-Interposition-Based-Security-Tools-Tal-Garfinkel.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Traps-and-Pitfalls-Practical-Problems-in-System-Call-Interposition-Based-Security-Tools-Tal-Garfinkel.pdf
data/Detecting-Service-Violations-and-DoS-Attacks-Ahsan-Habib.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Detecting-Service-Violations-and-DoS-Attacks-Ahsan-Habib.pdf
data/A-Virtual-Machine-Introspection-Based-Architecture-for-Intrusion-Detection-Tal-Garfinkel.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/A-Virtual-Machine-Introspection-Based-Architecture-for-Intrusion-Detection-Tal-Garfinkel.pdf
data/Proxy-Cryptography-Revisited-Anca-Ivan.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Proxy-Cryptography-Revisited-Anca-Ivan.pdf
data/Proactive-Two-Party-Signatures-for-User-Authentication-Antonio-Nicolosi.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Proactive-Two-Party-Signatures-for-User-Authentication-Antonio-Nicolosi.pdf
data/Efficient-Multicast-Packet-Authentication-Alain-Pannetrat.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Efficient-Multicast-Packet-Authentication-Alain-Pannetrat.pdf
data/Efficient-Distribution-of-Key-Chain-Commitments-for-Broadcast-Authentication-in-Distributed-Sensor-Networks-Donggang-Liu.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Efficient-Distribution-of-Key-Chain-Commitments-for-Broadcast-Authentication-in-Distributed-Sensor-Networks-Donggang-Liu.pdf
