file,source
data/Low-Rate-TCP-Targeted-DoS-Attack-Disrupts-Internet-Routing-Ying-Zhang.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Low-Rate-TCP-Targeted-DoS-Attack-Disrupts-Internet-Routing-Ying-Zhang.pdf
data/Playing-Devils-Advocate-Inferring-Sensitive-Information-from-Anonymized-Network-Traces-Scott-E.-Coull.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Playing-Devils-Advocate-Inferring-Sensitive-Information-from-Anonymized-Network-Traces-Scott-E.-Coull.pdf
data/Fig-Automatic-Fingerprint-Generation-Juan-Caballero.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Fig-Automatic-Fingerprint-Generation-Juan-Caballero.pdf
data/Cross-Site-Scripting-Prevention-with-Dynamic-Data-Tainting-and-Static-Analysis-Philipp-Vogt.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Cross-Site-Scripting-Prevention-with-Dynamic-Data-Tainting-and-Static-Analysis-Philipp-Vogt.pdf
data/A-Quantitative-Study-of-Forum-Spamming-Using-Context-based-Analysis-Yuan-Niu.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/A-Quantitative-Study-of-Forum-Spamming-Using-Context-based-Analysis-Yuan-Niu.pdf
data/Phinding-Phish-An-Evaluation-of-Anti-Phishing-Toolbars-Lorrie-Cranor.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Phinding-Phish-An-Evaluation-of-Anti-Phishing-Toolbars-Lorrie-Cranor.pdf
data/Army-of-Botnets-Ryan-Vogt.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Army-of-Botnets-Ryan-Vogt.pdf
data/Shedding-Light-on-the-Configuration-of-Dark-Addresses-Sushant-Sinha.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Shedding-Light-on-the-Configuration-of-Dark-Addresses-Sushant-Sinha.pdf
data/Consumable-Credentials-in-Linear-Logic-Based-Access-Control-Systems.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Consumable-Credentials-in-Linear-Logic-Based-Access-Control-Systems.pdf
data/Secret-Handshakes-with-Dynamic-and-Fuzzy-Matching-Giuseppe-Ateniese.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Secret-Handshakes-with-Dynamic-and-Fuzzy-Matching-Giuseppe-Ateniese.pdf
data/Attribute-Based-Publishing-with-Hidden-Credentials-and-Hidden-Policies-Apu-Kapadia.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Attribute-Based-Publishing-with-Hidden-Credentials-and-Hidden-Policies-Apu-Kapadia.pdf
data/File-System-Design-with-Assured-Delete-Radia-Perlman.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/File-System-Design-with-Assured-Delete-Radia-Perlman.pdf
data/Cryptographic-Methods-for-Storing-Ballots-on-a-Voting-Machine-John-Bethencourt.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Cryptographic-Methods-for-Storing-Ballots-on-a-Voting-Machine-John-Bethencourt.pdf
data/On-the-Practicality-of-Private-Information-Retrieval-Radu-Sion.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/On-the-Practicality-of-Private-Information-Retrieval-Radu-Sion.pdf
data/RICH-Automatically-Protecting-Against-Integer-Based-Vulnerabilities-David-Brumley.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/RICH-Automatically-Protecting-Against-Integer-Based-Vulnerabilities-David-Brumley.pdf
data/Generic-Application-Level-Protocol-Analyzer-and-its-Language-Nikita-Borisov.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/Generic-Application-Level-Protocol-Analyzer-and-its-Language-Nikita-Borisov.pdf
data/OPTWALL-A-Hierarchical-Traffic-Aware-Firewall-Subarta-Acharya.pdf.pdf,https://www.ndss-symposium.org/wp-content/uploads/2017/09/OPTWALL-A-Hierarchical-Traffic-Aware-Firewall-Subarta-Acharya.pdf
